poly_sm,soils_sm,poly_md,soils_md,poly_lg,soils_lg,poly_xl,soils_xl,poly_xxl,soils_xxl
0.558700084686,0.36147403717,0.300173997879,0.380752086639,0.31268787384,0.481542110443,0.366253852844,1.12711715698,1.27765393257,6.61787009239
0.549486160278,0.363967895508,0.33536195755,0.396758079529,0.32924413681,0.49122095108,0.383683919907,0.824878931046,1.27118301392,7.35960507393
0.512913942337,0.448819160461,0.302717924118,0.376929044724,0.329210996628,0.365094900131,0.361738920212,0.976808071136,1.27828621864,6.14927792549
0.47935295105,0.597972154617,0.309641838074,0.375575065613,0.314895153046,0.392814874649,0.390682935715,0.783669948578,1.24666404724,5.99177098274
0.56483912468,0.561663866043,0.305155992508,0.418804883957,0.348514795303,0.40220117569,0.383975982666,0.75465798378,1.21834087372,5.77024006844
0.490151166916,0.431825876236,0.327399015427,0.395354986191,0.359393119812,0.514226913452,0.396805047989,2.03472685814,1.3613011837,5.37437200546
0.545785903931,0.656230926514,0.319591999054,0.524594068527,0.357980012894,0.595817804337,0.38503408432,0.769544839859,1.23736691475,7.30730605125
0.503494024277,0.330437898636,0.306756973267,0.34238910675,0.311955928802,0.431793928146,0.397118091583,0.857712984085,1.36193799973,6.66944503784
0.472074985504,0.33197593689,0.301884889603,0.41374206543,0.316167116165,0.460217952728,0.393057107925,0.788858890533,1.39898681641,5.96513414383
0.515117883682,0.335109949112,0.304503917694,0.332139015198,0.32958817482,0.399461984634,0.35978603363,0.803729772568,1.26388788223,5.8294479847
0.533668041229,0.389343976974,0.312686920166,0.36863899231,0.3174700737,0.411417961121,0.377904891968,0.801182985306,1.27980899811,7.56160497665
0.621465921402,0.369014978409,0.351335048676,0.401656866074,0.37630200386,0.432656049728,0.409801959991,0.85298705101,1.32182693481,5.7134718895
0.504782915115,0.331264972687,0.326625108719,0.336194038391,0.33105301857,0.39231801033,0.405580043793,1.19485187531,1.27748703957,5.77021408081
0.532263994217,0.447583913803,0.44028878212,0.33061504364,0.352838993073,0.434672832489,0.383610010147,0.773730039597,1.24242806435,5.55943489075
0.499669075012,0.368793010712,0.296710014343,0.357735872269,0.334532022476,0.368429899216,0.388440847397,0.872898101807,1.27162909508,5.94449186325
0.49840092659,0.458952903748,0.33012008667,0.422288894653,0.316401004791,0.378587961197,0.372740983963,0.776851892471,1.41606903076,5.62024688721
0.554967880249,0.653846979141,0.302262067795,0.667510032654,0.313899040222,0.465872049332,0.37188911438,1.03586912155,1.25887012482,6.94108104706
0.55013012886,0.604464054108,0.345946073532,0.366036891937,0.325390100479,0.616837024689,0.382909059525,0.929934024811,1.26635217667,11.0816469193
0.883904933929,0.337078094482,0.34485912323,0.456894874573,0.306452989578,0.520082950592,0.373136997223,1.03755307198,1.30951499939,5.61752295494
0.525997877121,0.628327131271,0.301221847534,0.387331008911,0.314768791199,0.452769041061,0.414351940155,1.04908418655,1.39316797256,7.22114896774
0.511544942856,0.384129047394,0.349824905396,0.509248018265,0.317525148392,0.488312005997,0.380167007446,1.29215097427,1.3751270771,6.58108186722
0.533333063126,0.44948387146,0.314903020859,0.544048070908,0.31165099144,0.543762922287,0.405860900879,0.907880067825,1.29626202583,6.15177512169
0.525978088379,0.597939014435,0.3340280056,0.386417865753,0.324281930923,0.642442941666,0.417071819305,0.757681131363,1.28509712219,6.49250388145
0.496621131897,0.62326002121,0.302967071533,0.339221000671,0.305643796921,0.393112182617,0.395202875137,0.74508690834,1.29465699196,6.07195591927
0.5802090168,0.330809116364,0.425684928894,0.353734016418,0.356801986694,0.571438074112,0.377251148224,1.03093600273,1.38369202614,7.52237606049
0.531682014465,0.361071109772,0.30396604538,0.464677095413,0.312655210495,0.434029817581,0.368787050247,0.809134960175,1.27670502663,5.57785511017
0.52573800087,0.37428689003,0.298789024353,0.49328494072,0.341930866241,0.449862003326,0.396706104279,0.747395038605,1.39433979988,5.80894303322
0.499170064926,0.334492921829,0.295910835266,0.436324119568,0.313015937805,0.601776123047,0.749927997589,0.862246990204,1.2494559288,5.7278380394
0.497134923935,0.377748012543,0.320426940918,0.371557950974,0.321792125702,0.406386852264,0.390558004379,1.03652310371,1.39768385887,5.4551460743
0.474821090698,0.475309848785,0.322365045547,0.44898891449,0.378468990326,0.416063070297,0.366572856903,0.795902967453,1.27988886833,7.4406850338
0.483420133591,0.32816195488,0.311327934265,0.337224006653,0.319452047348,0.555501937866,0.366876840591,0.748602151871,1.26553797722,5.47284388542
0.480399131775,0.493687868118,0.305629968643,0.324886083603,0.345008850098,0.572863101959,0.413655996323,0.767867088318,1.23710012436,5.84078598022
0.527608156204,0.330592870712,0.404870033264,0.331941843033,0.326736927032,0.482742071152,0.365331172943,0.807787895203,1.33424806595,5.50276708603
0.644778013229,0.555616140366,0.303940057755,0.33479309082,0.320533037186,0.445203781128,0.374978065491,0.769295930862,1.28876280785,5.49096417427
0.515033960342,0.364024162292,0.302417039871,0.326449155807,0.307964086533,0.558386802673,0.371583938599,0.783513069153,1.38642501831,5.50239109993
0.750778913498,0.403114080429,1.14890003204,0.488259077072,0.323868989944,0.896412849426,0.405534029007,0.962240934372,1.27962112427,6.45416593552
0.512537956238,0.405570983887,0.316540956497,0.460456132889,0.333404064178,0.387542963028,0.376008033752,0.755476951599,1.25467610359,5.67920184135
0.497407913208,1.31023097038,0.313980817795,0.537924051285,0.329843044281,0.575502872467,0.372833967209,0.826359987259,1.2593100071,5.34265398979
0.493187904358,0.579652070999,0.3174700737,0.527872085571,0.352411031723,0.523978948593,0.396966934204,0.783253908157,1.47797393799,5.61722493172
0.465680837631,0.336009025574,0.293483018875,0.471299886703,0.313066005707,0.381767034531,0.362840175629,0.911893844604,1.25394797325,5.91388702393
0.459338903427,0.329572200775,0.301721096039,0.413054943085,0.312129974365,0.511997938156,0.360560894012,0.782644033432,1.27969503403,5.7010807991
0.520071029663,0.34654211998,0.311357975006,0.39098906517,0.31475019455,0.397042989731,0.402302980423,1.12410616875,1.25084900856,5.82565188408
0.483193874359,0.320293903351,0.311917066574,0.402987003326,0.323343992233,0.388865947723,0.410710096359,0.860615968704,1.25454497337,5.83662486076
0.497567892075,0.370239973068,0.303014039993,0.326251983643,0.312096118927,0.393615007401,0.363895177841,0.713565826416,1.29334783554,5.40274119377
0.492390155792,0.403154850006,0.303251981735,0.335803985596,0.327703952789,0.401113986969,0.373165845871,1.07373023033,1.27625489235,5.95615410805
0.48567700386,0.327893972397,0.300626993179,0.335640907288,0.311382055283,0.43110704422,0.364356994629,0.758344173431,1.2564740181,5.62422990799
0.488123893738,0.372284889221,0.503834962845,0.404229164124,0.373073101044,0.432307958603,0.446595191956,0.952996969223,1.31792092323,5.50114393234
0.520906925201,0.330883026123,0.317322969437,0.415808200836,0.348207950592,0.448569059372,0.394977092743,0.792907953262,1.41519904137,5.831594944
0.574886798859,0.464412212372,0.314163923264,1.02684807777,0.332108020782,0.457885026932,0.413982152939,0.923306941986,1.50812101364,5.74582386017
0.529288053513,0.644311904907,0.354604959488,0.368139982224,0.378289937973,0.663740873337,0.440440893173,1.41082596779,1.31081199646,5.99686288834
0.565210819244,0.586098194122,0.361559152603,0.60308599472,0.351779937744,0.591523885727,0.409202814102,1.01482796669,1.57649707794,6.31006288528
0.607200860977,0.37954211235,0.320488929749,0.340975999832,0.311265945435,0.635377168655,0.417621135712,1.20858502388,1.35602807999,6.25122189522
0.520613908768,0.667560100555,0.334797859192,0.623646974564,0.401760101318,0.679692029953,0.460645914078,1.02265310287,1.29130387306,6.47213315964
