poly_sm,soils_sm,poly_md,soils_md
0.640798807144,0.944975137711,0.511099100113,1.41674804688
0.507265090942,0.866625070572,0.558785915375,1.41710519791
0.500992059708,0.87341594696,0.527544975281,1.39318394661
0.488098144531,0.68097782135,0.531950950623,1.46217703819
0.495173931122,0.617738008499,0.532082080841,1.16770792007
0.48835515976,0.788793802261,0.520980834961,1.16564202309
0.494403123856,0.618686914444,0.532175064087,1.17241692543
0.523571968079,0.673170089722,0.52872800827,1.14912104607
0.494485855103,0.64079618454,0.506059169769,1.14719796181
0.483392953873,0.645859956741,0.538321018219,1.15554904938
0.490808963776,0.640433073044,0.544991016388,1.15055203438
0.475337028503,0.627090930939,0.559511899948,1.16212511063
0.509348154068,0.601686000824,0.535812854767,1.14813113213
0.517350912094,0.629216194153,0.520893096924,1.16496992111
0.487510204315,0.744715929031,0.512156009674,1.19939303398
0.502202033997,0.69481086731,0.626514911652,1.18612504005
0.531021118164,0.612305879593,0.53352689743,1.18108105659
0.479955911636,0.730156898499,0.518029928207,1.17441511154
0.515628099442,0.639173030853,0.525444030762,1.18592095375
0.560232877731,0.606078147888,0.537500858307,1.17306995392
0.491077899933,0.68400812149,0.669382095337,1.26939105988
0.522953987122,0.759329080582,0.53719496727,1.1769080162
0.53498005867,0.631844997406,0.512217998505,1.15681195259
0.493569850922,0.634608983994,0.520547866821,1.14467406273
0.53098487854,0.674526929855,0.519331932068,1.16087007523
0.47368311882,0.683107852936,0.504817962646,1.16821908951
0.482366800308,0.65031003952,0.506190061569,1.15367293358
0.518872022629,0.643184900284,0.502683877945,1.20004296303
0.492911100388,0.629786968231,0.578714847565,1.27764296532
0.499274015427,0.646380901337,0.525340795517,1.16076803207
0.485697984695,0.607957839966,0.509370088577,1.15341901779
0.505656957626,0.825257062912,0.502835988998,1.15272903442
0.492636919022,0.60005402565,0.532356023788,1.16895318031
0.48185300827,0.614112854004,0.504374027252,1.16977500916
0.488065004349,0.686944961548,0.684297084808,1.17211294174
0.492380142212,0.633538961411,0.507756233215,1.16794300079
0.497975111008,0.609512805939,0.524165153503,1.14860677719
0.488035202026,0.62971997261,0.537780046463,1.2214858532
0.477597951889,0.595675945282,0.560124158859,1.15858483315
0.51607298851,0.617224931717,0.502761125565,1.14469504356
0.521630048752,0.603884935379,0.599726915359,1.16905903816
0.479140043259,0.669712781906,0.726879119873,1.16330504417
0.523857831955,0.783446073532,0.540364980698,1.15533185005
0.483287096024,0.63377904892,0.579974889755,1.17661595345
0.480601072311,0.63889503479,0.574697971344,1.20678496361
0.487107992172,0.673689126968,0.513164997101,1.17335510254
0.495589971542,0.668994903564,0.531733036041,1.1977648735
0.502758979797,0.617516994476,0.573173046112,1.18299412727
0.501185894012,0.612832069397,0.520689964294,1.14967703819
0.484146118164,0.731677055359,0.509418964386,1.19808197021
0.509449958801,0.653676986694,0.531147003174,1.15662693977
0.49914598465,0.689708948135,0.5034968853,1.16829800606
0.511084079742,0.614939928055,0.520148992538,1.15814495087
0.504754781723,0.705101013184,0.500676870346,1.15232396126
0.512595891953,0.696174144745,0.504912137985,1.14074206352
0.54807305336,0.687476873398,0.529516935349,1.16056585312
0.546585083008,0.640280008316,0.585136890411,1.17045402527
0.562106132507,0.661119937897,0.537063837051,1.19636297226
0.485881090164,0.619473934174,0.527936935425,1.15818095207
0.476666212082,0.605845928192,0.509413003922,1.18969893456
0.484737873077,0.599938154221,0.53119301796,1.14954400063
0.474132061005,0.621860980988,0.503371953964,1.18012499809
0.473691225052,0.815923929214,0.530304908752,1.28566503525
0.517257928848,0.607949018478,0.521733999252,1.14216589928
0.473181009293,0.618357896805,0.519935846329,1.19464612007
0.497294187546,0.626539945602,0.547334909439,1.19324803352
0.482737064362,0.602860927582,0.541079044342,1.16140580177
0.514587879181,0.642842054367,0.510293006897,1.18583106995
0.509562015533,0.634464979172,0.508213043213,1.15294599533
0.531976938248,0.620333194733,0.512543916702,1.15589904785
0.49847817421,0.694621801376,0.511971950531,1.1611020565
0.488137960434,0.755510091782,0.521952152252,1.17597603798
0.503263950348,0.699031114578,0.513001918793,1.1903090477
0.482004880905,0.633997917175,0.509050130844,1.16534090042
0.496755838394,0.798210144043,0.524222135544,1.16295003891
0.486222028732,0.612439870834,0.520136833191,1.18625116348
